SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,Tempo,TimeSignature,Title,Year,SongHotness
177,SORGLCR12AB0184B69,539974,Of My Times,AR8EDG51187FB41A08,Gary Hobbs,289.64526,0,188.502,1,The Look Of Love,0,0.0
178,SOLBIIE12AB0184DFC,558289,Venus Envy,AR1GYND1187B9A9CD3,Diesel Boy,124.15955,11,133.729,1,Cooler Than You,1998,0.405652196
179,SORHOEV12A81C20F71,275722,Freddy's Favorites: The Best of A Nightmare On Elm Street,AR1PCLK1187FB5BBFF,Angelo Badalamenti,167.3922,4,139.136,4,Taryns Deepest Fear,0,0.445454525
180,SOFPYXC12A58A7A4B9,179267,Bitter Suites to Succubi,ARF0W6Z1187B9AC325,Cradle Of Filth,321.35791,2,193.693,4,Summer Dying Fast,1994,
181,SOFQGCQ12AB0183609,517634,Manila Nights,ARWGIOC1187FB4CBEF,Jim Chappell,263.94077,0,76.693,4,Still,0,
182,SOEBDBO12AC4688712,686750,Snapshot,ARZHLNX1187FB4B8E7,Ladybug,341.36771,10,126.95,4,Snapshot,0,
184,SOYNEII12AB0181DB6,545429,7 Miles,ARKE8PP1187B997DD4,Brixx,349.12608,11,138.003,4,7 Miles,0,
185,SOKIGWD12A6701DE9D,15567,Things Falling Apart,ARK9TRQ1187B99C095,Nine Inch Nails,168.56771,7,130.284,4,The Frail,1999,
187,SOQZHMH12A8C13A393,259476,Leland Martin,ARFS01P1187B9A395A,Leland Martin,175.62077,4,159.968,4,Stone Cold Fingers (Bonus Track),0,
188,SOLEYPL12A6D4F83CE,534031,For Screening Purposes Only,ARGWIHH1187B9A79B0,Test Icicles,190.24934,4,75.031,4,Snowball,2005,0.543052864
189,SOZFCNC12A6D4F76F3,23134,Endless,AR5MK521187B98E0B8,Heaven 17,255.16363,7,150.837,4,(We Don't Need This) Fascist Groove Thang,1981,
190,SOPUQFS12A8C13DE1E,220650,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,ARU22AM1187B9961EA,React,120.2673,10,143.231,1,Drunk Alone,0,
191,SOPNRDT12AB018A2D8,515188,Break The Night,ARTB56G11C8A41569D,Sven Tasnadi,557.26975,11,123.993,4,Charisma,0,
192,SOGTLVU12A8AE47D5D,237520,Texas Songster,AR93RTI1187B98ECFB,Mance Lipscomb,187.53261,11,97.981,1,Going Down Slow,2000,0.350979506
193,SOXNMDZ12A6D4FA20D,64434,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,AR9AN471187B99E0DA,Scott Wesley Brown,295.60118,2,137.288,4,All Rise,0,
195,SONNOCP12A8C145220,737947,Never Be Scared / Don't Be A Hero,AR567PN1187FB4B4F2,Moss,329.35138,2,111.079,4,Silent Hill,2009,0.570850642
196,SOUDHTP12AB0183403,495799,S'Wonderful Movie'n Bossa,ARYKF861187B99C74B,Pery Ribeiro,180.00934,0,133.009,4,Our Love Is Here To Stay,0,0.0
197,SOWDEPU12A8C137B14,245279,Time and Space,AR4K59J1187FB3759B,Soular,244.45342,6,146.577,5,Everything Changes,0,0.235846203
198,SOJBYGW12A8C13A497,264857,Death ... Is just the beginning Vol.4,ARLSF8H1187B9A76B0,Dimmu Borgir,282.53995,6,140.458,3,Master Of Disharmony,1996,
199,SOQDTQP12A6D4F793F,23178,Live In Tokyo,ARDG9Z71187B997023,Public Image Ltd,388.28363,0,132.506,4,(This Is Not A) Love Song (Live),1983,0.26396982
200,SOJHKYL12A6D4FA0AC,52141,Dark Days In Paradise,AR56P361187B9AC4DB,Gary Moore,345.93914,2,153.862,4,What Are We Here For,1997,0.447135796
201,SOJVWBA12AB018C326,755756,Une petite pause,ARDDHGI126E2B3AA76,Pascal Sangla,243.1473,9,93.238,4,Une petite pause,2010,0.0
202,SONRSQW12A6D4F6D1C,53826,The B52's,ARVML631187B99E90D,The B-52's,261.74649,0,124.086,4,Wig,1986,0.714046553
203,SONTBYD12A58A77A29,215830,Moments,ARBKMHZ11F4C843491,Dakis,172.25098,2,66.765,1,Perasmena Mesanihta,0,
204,SOMKMPB12A8C1447D0,754188,Punk International,ARD3LXU1187B9ABFC5,Sex Pistols,216.60689,9,145.518,4,God Save the Queen (Live),1988,0.413739836
205,SOSGQPS12A8AE48538,279702,Forever,ARXOTQH1187FB57084,Chris Brown,363.59791,1,139.998,4,Forever,0,
206,SOKENJQ12AB017EC8C,409251,Breaks_ Beats & Blondes,ARMG6K31187FB55677,Deekline & Wizard,271.77751,0,90.648,3,Sun Is Shining,2004,0.319565987
208,SOIKIJC12AC3DFB3D2,603055,Peace At Last - EP,ARC6UC81187B989062,Hem,133.27628,5,89.86,1,Have Yourself A Merry Little Christmas,2005,0.360370583
209,SOFJNQR12A6D4FAE92,435050,Alright_ Still (Deluxe),ARKZJ301187FB521B2,Lily Allen,264.69832,9,156.097,4,U Killed It,2006,0.566988444
210,SOGDFIT12AB018528B,340310,Light Flight - The Anthology,ARVKAWO11F50C47C9A,Pentangle,228.51873,5,179.501,1,Rain And Snow,0,
211,SOOIZTH12AB018C12E,752185,This DJ,ARHXBJI1241B9C8B7F,DJ Dips,240.3522,1,86.689,3,Gerra De De,0,
212,SOQPJUL12AB0189379,667517,Zlatni hitovi '90 1,ARTFLEU1269FCD1FE3,Ana Bekuta,145.57995,0,160.261,5,Kako mi je pitas sad,0,
213,SOMBQEO12A8C135018,150501,Miles To Miles,AR0LVFQ1187B9A84E0,Jason Miles,235.80689,10,101.03,4,Voices On The Corner,0,0.253834736
214,SOCQWKZ12A8C13CE4C,105115,RoadKillOvercoat,ARU9KWP1187B98B2A7,Busdriver,192.1824,6,155.038,4,(Bloody Paw On The) Kill Floor,2007,0.519403046
215,SONETAN12A58A7ACEB,142192,Addressing The Nation With The Blues,ARZ05QG1187FB3843E,Byther Smith,418.87302,1,117.168,3,I Wish My Mother Was Here,1989,0.437351761
216,SOKEXTF12A8C13AE7E,296995,Lagrimas Negras,ARTEGHH1187FB435C8,Bebo & Cigala,198.26893,2,132.967,1,Inolvidable,2003,0.676548906
217,SOUJISW12CF4E09416,146503,Surprise,ARASSX21187FB528B7,Bizarre Inc,420.10077,11,139.91,4,Miracle,1996,
218,SOJKDKH12A58A761A2,223472,Apogee,ARRH2S81187B98C8AA,Bongzilla,397.26975,9,95.882,4,Witch Weed (Live),1999,0.460541281
219,SOTWWBZ12AB01845E0,457879,Bone To Pick,ARSF4161187B9B449F,The Gone Jackals,229.79873,4,135.175,3,Not Buried Deep Enough,1995,0.495293621
220,SOKZTUH12AB018B938,816840,Strictly Trucking,AR87OXB1187FB39E0B,The Willis Brothers,150.64771,7,121.983,3,Give Me 40 Acres (To Turn This Rig Around),0,
221,SOQDTZG12A8C1442E3,319844,Music Of The Brazilian Masters,ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,286.14485,9,169.775,3,Ernesto Nazareth,0,
222,SOIFOLA12AB017CDA1,333103,To Live Alone,ARWAPYC1187FB3FCAF,S.U.P,384.70485,11,137.862,4,The Cube (Live),2001,
223,SOKHVZO12AB0184C4D,775316,PeeBoy EP,ARILV5E1187B9959C8,Boogie Pimps,415.03302,1,83.326,3,Get Back Down,0,0.0
224,SOMISOP12AC468D9D5,599989,The Way West,ARHSAFX1187B98E89A,Brian Keane,133.53751,4,117.667,3,Battle Of The Rosebud / Cries,0,
225,SOOZKNQ12A6D4F6FD4,80339,Suburban,ARGR9FY1187FB4D0E7,Aberdeen,266.70975,9,90.908,3,Beyond the Light,0,
226,SOGOQGE12AB0182907,624887,Hitzone 49,ARVG4OK1187B9B6BD3,The Killers,284.3424,4,151.953,4,Spaceman,2008,
228,SONIHLC12AB0187B0C,811387,Za Solntsem Vsled,ARYFROT1187B9B78C2,Butterfly Temple,100.5971,8,159.895,5,Iskorosten' (instr.),0,
229,SOLBHCO12AB018769A,460988,Time Will Tell,ARIN12F1187FB3E92C,Grant Geissman,320.60036,9,128.219,4,Big Stax/High Volts (Album Version),0,0.0
230,SOVZVPT12AB018A59E,590998,4 Day Tornado,ARMZ4PD1187B9ACBCD,20/20,302.36689,6,101.229,4,It Goes On,0,0.0
232,SOFSKON12A8C13B3B5,2016,The Altogether,ARD5K161187B9AC784,Orbital,327.8624,0,125.975,4,Illuminate,2001,0.688521844
233,SOBOCAG12A6BD55D56,74586,Strength & Loyalty,ARUZRFN1187B98AC05,Bone Thugs-N-Harmony / Akon,286.30159,1,154.09,4,Never Forget Me,2007,0.557880389
234,SONCYFS12A8C14261E,312976,Kivenkantaja,ARSTH0R1187B98951E,Moonsorrow,356.49261,9,124.237,4,Ukkosenjumalan poika,2001,
235,SOTNBNN12A6D4F6CC7,160605,Straight Outta Compton,ARSL5SP1187B9A7AE0,N.W.A.,168.75057,9,97.099,4,A B***** Is A B***** (Edited),1989,0.0
236,SOXZLDX12A58A7CE52,282493,Live at the Grand Olympic Auditorium,ARCE0H01187B9AF741,Rage Against The Machine,201.56036,9,140.63,1,Kick Out The Jams,2000,
237,SOEESQT12A8C13C7D5,161810,Take One More Chance With Me,ARW4AGO1187FB4F107,Jazz Gillum,185.67791,0,101.41,1,Me And My Buddy,0,
238,SOSKUNI12AB0187F12,559004,Revolutions Per Minute,ARZWK2R1187B98F09F,Rise Against,218.8273,4,186.254,4,Amber Changing,2003,0.696469437
239,SOSLFMU12AB018FFEA,681616,Psycho Drama,ARDOOH01187B991055,Ultraviolence,303.04608,1,210.47,4,Murder Academy,1995,0.215080319
240,SOOKISK12AB0180667,405643,Issues,ARMBTFC1187FB56343,Korn,224.522,7,94.057,4,Hey Daddy,1999,
241,SOVGBEK12A8C134E04,152247,Britten: Orchestral Works,ARBH0MS1187FB36311,Sir Neville Marriner,315.27138,4,100.349,1,4 Sea Interludes Op. 33a: Storm,0,
242,SORJOMF12AB0186F78,644965,I Need You Now,ARTXEZN1187B9B8190,Agnes,275.06893,7,124.009,4,I Need You Now,0,
243,SOVTGXQ12A6D4FB9CA,64098,Aliens - The Deluxe Edition,ARBM57Q1187B9AF97C,James Horner,191.81669,9,90.084,1,Atmosphere Station,1986,0.545230294
244,SOLKTEK12AB018BE1A,570488,Mind Control,ARED2DG1187FB3CB4D,Tantric,177.24036,2,106.698,1,Walk Away,2009,0.447135796
245,SODYZIU12A8C13FBD9,223563,Call of the Mastodon,ARMQHX71187B9890D3,Mastodon,233.58649,2,89.78,4,Shadows That Move,2001,0.784194616
246,SOJRCDU12AB0189D27,466577,One World One People,ARNIFX51187FB418EA,Xcultures,38.3473,9,107.177,7,Smile,2000,0.214253449
247,SOBMHTY12AC9097B7C,785416,Live From Dublin,AREW1KO1187B98E42E,The Irish Tenors,100.85832,10,152.258,4,Mountains Of Mourne,0,0.0
248,SOZWHVZ12A6D4F90E7,53563,Window In The Skies,ARUJ5A41187FB3F5F1,U2,485.19791,3,134.083,4,Kite Live from Sydney,2007,
250,SOVHRBI12A81C22E02,282711,Untitled,ARMBTFC1187FB56343,Korn,288.49587,10,160.022,3,Ever Be,2007,
251,SOHULHF12AB017F6CF,443790,Bahamian Songs,AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,151.53587,7,101.492,4,Oh Look Misery,0,0.0
252,SOFWWGY12AB0185BC5,708314,A Jerome Kern Songbook,ARFTMGO1187B9A777A,Percy Faith,160.28689,0,86.141,4,Yesterdays,0,
253,SOEETVW12A6D4F93B8,27997,Extreme,AR5J8XN1187B9B712E,Extreme,181.55057,1,120.097,4,Teacher's Pet,0,0.621765583
255,SOQBQWN12AB0186782,585535,Tales From The Sick,ARE1N571187B98A47D,Prozak,173.24363,8,88.835,4,Go To Hell,0,0.606816327
256,SOKLQWF12A8C1423F2,428274,Jerry Butler Selected Hits Vol. 4,AR8XG9J1187FB418C1,Jerry Butler,155.74159,2,105.24,4,Moon River - Original,0,0.0
257,SORQLMX12A8C133FCD,150354,L'essentiel 2003,ARHSS201187B98A8CC,Yvette Horner,148.03546,7,162.385,1,La Plus Bath Des Javas,0,
258,SOCLQKJ12AF72A4AB0,556140,No Regrets,AR02PUA1187FB52574,Delta 9,94.06649,2,109.636,5,Infidel,0,
259,SODWXQV12A6310F10D,314,Sleeping With Ghosts,AR6892W1187B9AC71B,Placebo,241.52771,10,108.264,4,English Summer Rain,2003,0.873702495
260,SORKRKK12A8C13C12F,157419,Miscelanea,ARGNGRI11E2835D567,Tam Tam Go!,226.82077,9,119.524,4,Spanish Shuffle (Album Version),0,
261,SOQPPKZ12A58A7B1EC,448373,500,ARQDYV0119B866800F,Gertrudis,106.52689,9,97.76,4,Intro,2009,0.323112121
262,SOXSUNF12A8C134195,146292,Virtuous Woman,ARN5W1B1187B98BE10,Warrior King,224.28689,10,241.877,4,Empress So Divine,2002,0.537503904
263,SOVRJYX12AB01844E1,509726,De Musica Ligera,ARBJSO81187B9BA09B,Soda Stereo,340.29669,7,91.328,4,Terapia De Amor Intensiva,1988,0.547324832
264,SOMOHEI12AB018785F,467695,My Soul Speaks,ARETCTY1187FB4C033,LORE,216.55465,8,130.062,4,Haunting,0,0.494357324
265,SOOGRLD12A8C132B2F,287672,Candy From A Stranger,ARQXR6R1187FB46FD6,Soul Asylum,279.2224,11,68.734,4,Lies Of Hate,1998,0.360370583
266,SODAEVD12AB01886BB,662561,Music For Christmas Lovers,ARP8TSJ1187FB54852,Carl Doy with NZSO,158.56281,2,94.658,3,The First Noel,0,0.0
267,SOAESJW12A8C137CC2,206882,Exclusively,AR3PN3R1187FB4CEBD,Horace Andy,234.44853,10,102.055,1,Musical Episode,2005,0.345802234
268,SOHCYVK12AB017BBF2,493266,Country Masters Vol 1,ARQGYP71187FB44566,Jimmy Wakely,155.95057,2,109.065,1,Beautiful Brown eyes,2001,0.462643183
269,SOCWXYM12AB018BDF3,577462,Ultimate Happy Hardcore 3,ARHVU591187B99F46A,The Nightraver & The Magican,233.53424,6,184.981,4,Drop the Bass,0,0.0
270,SOSYVIZ12A8C141964,611258,Dirty Harriet,ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),256.80934,7,201.802,3,The Last Word (Amended Version),2000,0.405115722
271,SOTVEKK12A8C1392E1,293884,Run DMC,ARX9YIP1187B98A656,RUN-DMC,234.65751,1,119.67,4,Hard Times,1984,
272,SOHGAJH12A6D4F8F58,47335,Love That Bert Kaempfert,ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,163.76118,0,105.181,1,Just As Much As Ever,0,
273,SOCTSJA12AC9618325,692436,Please Help Me I'm Fallin,AR0X3JJ1187FB3A9A7,Hank Locklin,159.03302,9,165.668,3,Filipino Baby,0,0.0
274,SOTYCYE12AC468AA08,783225,Pink Chokolate!,ARYECMK1187FB5C081,Lady May,214.04689,1,188.056,3,The Boss,0,
275,SOAKXET12CF5F86E71,386120,Made In Hong Kong (And In Various Other Places),AR74Q3R1187B9B24C3,Nightwish,301.06077,3,143.97,4,Escapist,2007,
276,SOYDHCW12A6D4F9A2E,63865,Blue Velvet,AR1PCLK1187FB5BBFF,Angelo Badalamenti,109.37424,6,61.883,1,Jeffrey's Dark Side,1987,0.615372256
277,SOGBJSK12AB018D052,582102,Windsor Strings,AR0G47L1187B98CC6D,Frank Chacksfield,151.82322,7,0.0,1,Someone to Watch Over Me,0,
278,SOSTFTW12A8C13B84A,165664,Samambaia,ARKUP6H1187FB3F8E3,Cesar Camargo Mariano/Helio Delmiro,287.11138,9,163.167,4,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,0,
279,SOLHFZF12AB018AB3E,762292,Disconnected,ARHRP6Q1187FB3F016,Buzzhorn,239.98649,9,144.836,3,Pinned To The Ground (album version),2002,0.193857803
280,SOZEHMC12A6D4F9F30,128122,Discovering The Waterfront,AR10USD1187B99F3F1,Silverstein,229.642,2,108.499,4,Always And Never (Album Version),2005,0.658623927
281,SOYHNTG12A6D4F5703,532741,Myth Takes,ARTW7I31187B9A4CA9,!!!,143.98649,11,193.978,4,Myth Takes,2007,0.0
282,SOGBRIU12A582A214C,530802,The Last Living American Marxists,ARQCMZ01187B99342C,The Secret Life of Teenage Girls,153.20771,0,88.935,4,Carpe PM,0,0.194735229
283,SOLCPEB12A58A7BF47,327425,Greatest Hits,ARSZ6MA1187FB43D29,The Notorious B.I.G.,316.65587,4,91.69,4,Who Shot Ya (Amended Album Version),2007,0.274281704
284,SOFOGMR12A8C140FFF,171820,Coda,ARDIBRT1187B9AF176,Led Zeppelin,182.09914,1,210.8,7,Poor Tom (Album Version),1982,0.31276992
285,SOBJYXZ12A8AE45FF1,382970,The Pink & The Lily,ARY80281187FB3E380,Sandi Thom,205.21751,4,82.205,4,Wounded Hearts,2008,0.419674279
286,SOGJSEF12AB01847D4,663608,20 Greatest Hits,ARXSPYZ1187B98972A,Carl Belew,131.05587,4,121.563,1,Love's Been Good To Me,0,
287,SOCVGQS12A8C13D7DF,216819,Coastal,ARR2TI31187FB380FE,The Field Mice,316.73424,3,162.682,4,When Morning Comes To Town,1989,0.531612769
288,SOGVRHK12A8AE47FFB,281210,Once More,ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,431.64689,11,106.219,1,Estate,0,
289,SOGGYSM12A58A79111,495430,Harry / Silent Mother Nature,AR0OEYB1187FB4A81E,Catherine Howe,183.37914,4,172.337,4,Freedom Enough (From Silent Mother Nature),0,0.0
290,SOHCENZ12A8C13AC85,99987,Hai Shava,ARH4N0N1187FB3E1F1,Malkit Singh,324.51873,5,210.305,4,Hai Shava,1993,
291,SOIKVVS12AB0184063,662558,Get Ready To Roll,ARDQO721187FB3C6D9,Rodney O & Joe Cooley,172.01587,1,175.393,4,Nutty Block,1991,0.0
292,SOYCTBG12A8C144341,375715,Love From&The Rat Pack,ARIFGKC1187B9B04D5,Dean Martin,165.66812,0,128.459,5,Until You Love Someone,2005,
293,SOMCCPJ12A8C142B6B,380099,STRATA,AR4IWYN1187FB47DF6,Strata,377.67791,2,109.671,5,Part One From Triomusic,2004,0.0
294,SOVKCDB12A6D4FB2AB,60518,Love Among The Young,AR9YQN31187FB45B34,James Darren,145.00526,5,141.024,4,Hello Young Lovers (LP Version),0,
295,SOONOZL12A6D4FC475,345570,Ministry of Sound Presents 100,ARV3IN31187FB4AAAE,Till West & DJ Delicious,153.28608,1,125.558,4,Same Man,2006,0.721572661
297,SOCQJBX12AF72AA6F2,287318,Essential Igor Stravinsky,ARKCTSM11F4C83C839,Igor Stravinsky,156.70812,11,147.637,4,The Owl and the Pussy-cat,0,
298,SOMWLCK12A8C135D69,285631,Echoes,AR7JBP41187FB3EA8A,Gene Clark,168.38485,9,98.49,1,Set You Free This Time,1998,
299,SORHXYU12A8C13716B,150516,Talento,ARAHQDS1187FB55275,Maysa,150.25587,10,137.673,7,Bloco Da Solidao (1996 Digital Remaster),0,
300,SOEMLQO12AB01808B6,332859,Dreamboats & Petticoats 2,ARALP6I1187B989E27,The Shirelles,159.76444,0,68.283,4,Will You Love Me Tomorrow,1960,
301,SOITEVV12A6D4F5969,79227,Voices of Angles - Christmas Favorites from the American Boychoir,AR23EC41187FB4805D,The American Boychoir,230.26893,2,0.0,1,Stille nacht_ heilige nacht,0,
302,SOWNSZY12AB0180BCF,555209,Cream Trance Anthems Ibiza 2009,AR8JSAL1187FB3CE7E,JDS,465.60608,1,134.014,4,Nine Ways,0,0.582918458
303,SOQKKPE12A8C13C2CD,512607,Northern Downpour,ARL6FF81187FB5A916,Panic At The Disco,247.77098,5,85.157,4,Northern Downpour (Album Version),0,0.352232225
304,SORJXPY12AB0182839,331289,Love Is A Sometimes Thing,AR9EZGO1187B9A401F,Jan Howard,165.98159,1,86.162,4,Bad Seed,0,0.274073578
305,SOIRGRL12AB0186BC2,552899,Guidum,ARLDW6Z1187FB3F2A0,Abraham Laboriel,368.16934,11,93.106,4,Exchange,1995,0.319565987
307,SODTRPJ12A8C1377E9,355081,Oh My God,AR1QXAQ1187FB47FAC,Sticky Fingaz,266.4224,6,80.149,4,Oh My God,2000,0.636287224
308,SOKPFTZ12A6D4FA141,51405,A Classic Christmas,ARKSBCO1241B9CE46E,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,111.0722,6,82.422,4,Joy To The World,0,
309,SOFVRCJ12AB018B4DA,711137,Road House,AR76DOS1187FB5AE78,The Jeff Healey Band,313.7824,7,107.197,3,Hoochie Coochie Man,1989,
310,SORWMLD12A8C137D1A,291030,Thisia Live,AR4OHL91187B9B2EB9,Angela Dimitriou,265.37751,9,124.177,4,Ftei O Erotas,0,
311,SOFHQCR12A8C138A74,160060,Bebop Moptop,AR6QQY41187B990574,Danny Wilson,167.20934,7,196.034,4,The Second Summer Of Love,1989,
312,SOCPGVG12AB018AA84,569125,Bach: Organ Works Vol.2,ARN8NCB1187FB49652,Lionel Rogg,240.61342,0,64.401,4,Prelude And Fugue In C Major BWV 531 : Fugue,0,
313,SOYUFEN12AB018BF99,816238,Dance Tribute to Lady Gaga Vs Black Eyed Peas,AREHMUC1187B98B91B,Java,356.41424,1,130.861,4,Don't Phunk With My Heart,0,
314,SOLWQFA12AB01899E8,650697,EQUALIZE,ARXG6L11187FB5695E,SWAMI featuring Asuivre,260.28363,10,90.008,4,Give It What U Got,2007,
315,SOAMXQV12AB018775F,570453,King Of Myself,ARO2EDF1187B993BD8,The Black Velvet Band,256.39138,9,122.174,4,Dancing To A Standstill,0,
316,SOENDOQ12A8C139A41,296873,Seasons Of The Soul,ARU0HTX1187B98B4C6,Lisa Lynne,316.49914,2,95.981,4,Isla del Luna,1999,0.761303218
317,SOWHAEF12A8C13EF0C,163436,Realive Tour 2002 -Odoranya Son Son- in Tokyo,ARVMPJC1187FB3B954,Pe'z,252.57751,0,75.955,5,Spirit,0,
318,SOTTXNS12AB0187861,424081,Steady On,ARDW5AW1187FB55708,Shawn Colvin,224.60036,8,210.871,4,Another Long One,1989,0.425124658
319,SOXSLOL12AB0188039,755801,Music Cafe,ARHNL9K1187FB5730C,Stephy Tang,214.12526,4,105.196,1,Leng Jing,0,
320,SOQLGFP12A58A7800E,249138,The Building,ARD7TVE1187B99BFB1,Casual,259.44771,4,106.689,1,OAKtown,0,0.0
321,SOPVXLX12A8C1402D5,307477,Just Want You To Know,AR3JMC51187B9AE49D,Backstreet Boys,236.25098,0,112.787,4,Larger Than Life,1999,
322,SOAOIBZ12AB01815BE,627950,Live! At The Royal Albert Hall,ARPBNLO1187FB3D52F,Tiny Tim,43.36281,6,93.779,3,I Hold Your Hand In Mine [Live At Royal Albert Hall],2000,0.0
323,SOZHPGD12A8C1394FE,298719,At Last... The Duets Album,AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,236.93016,0,89.865,4,Baby Come To Me,0,
324,SOSLAVG12A8C13397F,281563,Daktilika Apotipomata,AROGWRA122988FEE45,Christos Dantis,243.82649,5,133.339,4,Den Pai Alo,0,
325,SOTTDKS12AB018D69B,671475,A Christian Christmas Celebration (Gift of Love),ARMBR4Y1187B9990EB,David Martin,241.47546,0,98.718,4,It Wont Be Christmas,0,0.0
326,SOMVWWT12A58A7AE05,251703,Leave Home,ARQ9BO41187FB5CF1F,John Davis,183.17016,5,74.072,1,Knocked Out Of The Park,0,
327,SOQVMXR12A81C21483,274876,Salt In NYC,ARKULSX1187FB45F84,Trafik,424.12363,8,130.006,4,Salt In NYC,0,
328,SODUJBS12A8C132150,282933,Shakespeare in Love - Music from the Miramax Motion Picture,ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,111.62077,4,104.394,3,Wessex Loses a Bride,0,
329,SOBBXLX12A58A79DDA,338931,Oh Mein Papa,AREDBBQ1187B98AFF5,Eddie Calvert,138.63138,4,159.587,1,Erica (2005 Digital Remaster),0,0.0
330,SOTUKVB12AB0181477,488293,Simply Glad,AR7ZKHQ1187B98DD73,Glad,270.602,2,192.702,5,Blessed Assurance,1993,0.473346541
331,SOOJPRH12A8C141995,173863,Trial and Error,ARBGXIG122988F409D,Steel Rain,173.19138,3,98.11,4,Loaded Like A Gun,0,
332,SOBCOSW12A8C13D398,300163,Rumbas Sin Fronte Ras,AR7SMBG1187B9B9066,Los Manolos,218.38322,7,118.595,4,Rumba De Barcelona,0,0.400443466
334,SOBKWDJ12A8C13B2F3,102907,Wild Rose,AR36F9J1187FB406F1,Bombay Rockers,230.71302,4,81.319,3,Wild Rose (Back 2 Basics Mix),0,
335,SOFNOQK12AB01840FC,464781,Kutt Free,ARNNKDK1187B98BBD5,Jinx,407.37914,6,89.345,5,Kutt Free (DJ Volume Remix),0,0.0
336,SOGVQGJ12AB017F169,546323,Ten Tonne EP,AR62SOJ1187FB47BB5,Chase & Status,337.68444,4,174.993,4,Ten Tonne,2005,0.392008771
337,SOFFKZS12AB017F194,542173,Wildflowers,ARBEBBY1187B9B43DB,Tom Petty,236.17261,9,129.122,4,A Higher Place (Album Version),1994,
339,SOLEYHO12AB0188A85,555533,Mucho Pucho,ARAGB2O1187FB3A161,Pucho & His Latin Soul Brothers,338.23302,8,231.867,4,Got My Mojo Workin,0,
340,SOPEGZN12AB0181B3D,339485,Get Your Head Stuck On Your Neck,AREDL271187FB40F44,Soul Mekanik,45.66159,5,190.698,4,Get Your Head Stuck On Your Neck,0,
341,SOXILUQ12A58A7C72A,615284,American Legend,ARP6N5A1187B99D1A3,Mitch Ryder,207.43791,9,97.538,4,Jenny Take a Ride,2004,0.419125893
343,SOSWKAV12AB018FC91,772527,Northern Blue,ARULZCI1241B9C8611,Luna Orbit Project,335.51628,5,139.993,4,Midnight Star,0,
344,SONSKXP12A8C13A2C9,92936,. . . Till Then,AR0IAWL1187B9A96D0,Danilo Perez,197.19791,7,159.233,1,Native Soul,2003,0.253834736
345,SOUPIRU12A6D4FA1E1,272703,Platinum Line Renaud,ARJIE2Y1187B994AB7,Line Renaud,152.92036,1,124.75,3,Der Kleine Dompfaff,0,
346,SODREIN12A58A7F2E5,56617,Live At Fillmore West [w/bonus tracks],ARLTWXK1187FB5A3F8,King Curtis,326.00771,0,100.415,4,A Whiter Shade Of Pale (Live @ Fillmore West),0,0.662493161
347,SONWXQJ12A8C134D94,282914,Whaler,ARNF6401187FB57032,Sophie B. Hawkins,305.162,9,105.003,4,The Ballad Of Sleeping Beauty,1994,0.599660358
348,SOWQTQZ12A58A7B63E,186934,Lupe Fiasco's The Cool,ARPFHN61187FB575F6,Lupe Fiasco,279.97995,7,110.218,4,Streets On Fire (Explicit Album Version),0,0.888813538
349,SOLYIBD12A8C135045,288454,Tears,AR051KA1187B98B2FF,Wilks,261.51138,10,88.973,4,Music is what we love,0,
350,SOINLJW12A8C13314C,190811,The Bucket List,AR8IEZO1187B99055E,Marc Shaiman,149.86404,4,134.566,4,City Slickers,2008,
351,SOGDBUF12A8C140FAA,559989,Nothing To Remember,AR558FS1187FB45658,40 Grit,75.67628,11,186.882,3,Intro,2003,0.427446571
352,SORRZGD12A6310DBC3,1818,Love Angel Music Baby,ARVBRGZ1187FB4675A,Gwen Stefani,290.55955,1,113.995,4,Harajuku Girls,2004,0.684613086
353,SODAUVL12A8C13D184,219272,Major Impacts,ARWB3G61187FB49404,Steve Morse,363.85914,4,90.199,1,Prognosis,2000,0.64068403
354,SOFCHDR12AB01866EF,560818,Harsh Realities,AREVWGE1187B9B890A,Bitter End,282.43546,10,111.032,3,Living Hell,0,0.334706549
355,SOHUTDD12AB018A94F,715197,Gypsy (Original Broadway Cast),AR2JD2Z1187B998A90,Ethel Merman,135.31383,0,124.184,1,Small World,0,
356,SOHNDEQ12A6D4F9FBE,395333,New Grass Revival With Leon Russell Live,AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival,221.30893,5,157.746,1,Truck Driving Man/Down In The Caribbean,0,
